"Datos","urlficha"
"Reno A & B do not calculate in the final score but are required	 A. Tip to Tip Spread	26.4567 B. Greatest Spread	28.3071 	 C. Inside Spread of Main Beams	21.3780	Spread Credit (May Equal But Not Exceed Longer MAIN BEAM)	21.3780	Column 1 Right Antler	Column 2 Left Antler	Column 3 Difference D. Number of Points on Each Antler Excluding Brows	6	6	0 Number of Points on Each Brow	2	11	0 E. Length of Main Beam	62.7559	62.1654	0.5906 F-1. Length of Brow Palm or First Point	2.9528	17.2835	14.3307 F-2. Length of Bez or Second Point	3.0315	19.9213	16.8898 F-3. Length of Rear Point, If Present	9.9606	10.1575	0.1969 F-4. Length of Second Longest Top Point	14.0945	7.2441	6.8504 F-5. Length of Longest Top Point	13.1890	12.9921	0.1969 G-1. Width of Brow Palm	8.7795	39.4882	30.7087 G-2. Width of Top Palm	4.7244	4.6457	0.0787 H-1. Circumference at Smallest Place Between Brow and Bez Point	19.2126	18.3465	0.8661 H-2. Circumference at Smallest Place Between Bez and Rear Points	26.1417	20.0394	6.1024 H-3. Circumference at Smallest Place Between Rear Point and First Top Point	25.0787	23.5039	1.5748 H-4. Circumference at Smallest Place Between Two Longest Top Palm Points	31.3780	28.8976	2.4803 	Totals	229.2992	281.6852	80.8663 Add together	Spread Credit	21.3780 Column 1	229.2992 Column 2	281.6852 	subtotal	532.3624 Subtract:	Column 3	80.8663 	Final Score	451.4961 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Rifle Bullpup 7mm Magnum	✓	7mm Magnum	135.650 m (445.0 ft)	Caminando	- (Pulmón derecho, Pulmón izquierdo)	Agazapado	Nada Peso:	Tipo:	Mapa 152.100 kg (335.3 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (7891, -4139)	1 Tiempo de Captura:	Cazador:	Trophy score: 451.4961 Valor de la captura: 100 2026-03-27 17:39	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097072697"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	1	1 Total B	2 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	44.3307	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				2.0000 C. Número de puntas normales		2.0000	2.0000	0.0000 D. Ancho de la Palma		4.1732	4.1732	0.0000 E. Longitud de la Palma incluyendo la Palma Frontal		13.3858	14.4488	1.0630 F. Circunferencia de la cuerna en el lugar más pequeño		6.1811	5.9449	0.2362 	Total	44.3307	25.7402	26.5669	3.2992 		AÑADIR	Columna 1	44.3307 			25.7402 			26.5669 	Subtotal	96.6378 	Restar columna 4	3.2992 	Total	93.3385 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	20.200 m (66.3 ft)	Caminando	- (Corazón, Pulmón derecho, Pulmón izquierdo)	Agazapado	Nada Peso:	Tipo:	Mapa 439.270 kg (968.4 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (8488, -3951)	1 Tiempo de Captura:	Cazador:	Trophy score: 93.3385 Valor de la captura: 100 2026-03-27 17:29	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097071669"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	0	0 Total B	0 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	47.5591	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				0.0000 C. Número de puntas normales		2.0000	2.0000	0.0000 D. Ancho de la Palma		4.1732	4.1732	0.0000 E. Longitud de la Palma incluyendo la Palma Frontal		12.6378	12.9528	0.3150 F. Circunferencia de la cuerna en el lugar más pequeño		6.2598	5.9449	0.3150 	Total	47.5591	25.0709	25.0709	0.6299 		AÑADIR	Columna 1	47.5591 			25.0709 			25.0709 	Subtotal	97.7008 	Restar columna 4	0.6299 	Total	97.0709 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	24.500 m (80.4 ft)	Parado	- (Pulmón derecho, Pulmón izquierdo)	Agazapado	Plataforma para Árbol Peso:	Tipo:	Mapa 492.451 kg (1085.7 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 9.257	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (5756, -5253)	1 Tiempo de Captura:	Cazador:	Trophy score: 97.0709 Valor de la captura: 84.571 2026-03-27 16:47	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097066872"
"Oso Pardo 	MEDIDAS A. Longitud mayor sin mandíbula inferior	15.8024 B. Anchura Mayor	9.5480 	TOTALES	25.3504 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	23.140 m (75.9 ft)	Parado	- (Pulmón izquierdo, Hígado, Hombro)	Agazapado	Plataforma para Árbol Peso:	Tipo:	Mapa 399.065 kg (879.8 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 6.522	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (5756, -5253)	1 Tiempo de Captura:	Cazador:	Trophy score: 25.3504 Valor de la captura: 89.13 2026-03-27 16:47	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097067928"
"Reno A & B do not calculate in the final score but are required	 A. Tip to Tip Spread	19.8425 B. Greatest Spread	28.3465 	 C. Inside Spread of Main Beams	25.5512	Spread Credit (May Equal But Not Exceed Longer MAIN BEAM)	25.5512	Column 1 Right Antler	Column 2 Left Antler	Column 3 Difference D. Number of Points on Each Antler Excluding Brows	3	3	0 Number of Points on Each Brow	2	2	0 E. Length of Main Beam	36.8110	39.6063	2.7953 F-1. Length of Brow Palm or First Point	2.9921	3.1496	0.1575 F-2. Length of Bez or Second Point	8.8189	2.7953	6.0236 F-3. Length of Rear Point, If Present	2.5984	7.4803	4.8819 F-4. Length of Second Longest Top Point	7.5591	8.8976	1.3386 F-5. Length of Longest Top Point	0.0000	0.0000	0.0000 G-1. Width of Brow Palm	7.3228	7.3228	0.0000 G-2. Width of Top Palm	3.3071	3.8583	0.5512 H-1. Circumference at Smallest Place Between Brow and Bez Point	9.4094	10.6693	1.2598 H-2. Circumference at Smallest Place Between Bez and Rear Points	9.1732	10.9055	1.7323 H-3. Circumference at Smallest Place Between Rear Point and First Top Point	9.5276	11.8898	2.3622 H-4. Circumference at Smallest Place Between Two Longest Top Palm Points	10.9055	10.4724	0.4331 	Totals	113.4251	122.0472	21.5355 Add together	Spread Credit	25.5512 Column 1	113.4251 Column 2	122.0472 	subtotal	261.0235 Subtract:	Column 3	21.5355 	Final Score	239.4881 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	24.790 m (81.3 ft)	Caminando	- (Pulmón derecho, Pulmón izquierdo)	Agazapado	Plataforma para Árbol Peso:	Tipo:	Mapa 96.518 kg (212.8 lbs)	Común (F) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (6179, -4966)	1 Tiempo de Captura:	Cazador:	Trophy score: 239.4881 Valor de la captura: 100 2026-03-27 16:33	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097066700"
"Reno A & B do not calculate in the final score but are required	 A. Tip to Tip Spread	33.8583 B. Greatest Spread	39.2520 	 C. Inside Spread of Main Beams	33.9764	Spread Credit (May Equal But Not Exceed Longer MAIN BEAM)	33.9764	Column 1 Right Antler	Column 2 Left Antler	Column 3 Difference D. Number of Points on Each Antler Excluding Brows	6	6	0 Number of Points on Each Brow	4	2	0 E. Length of Main Beam	61.4173	57.8346	3.5827 F-1. Length of Brow Palm or First Point	20.3150	3.8189	16.4961 F-2. Length of Bez or Second Point	3.9764	10.3937	6.4173 F-3. Length of Rear Point, If Present	10.3543	8.8976	1.4567 F-4. Length of Second Longest Top Point	8.5039	7.5984	0.9055 F-5. Length of Longest Top Point	17.3622	14.5669	2.7953 G-1. Width of Brow Palm	16.1024	8.0315	8.0709 G-2. Width of Top Palm	10.9843	11.6535	0.6693 H-1. Circumference at Smallest Place Between Brow and Bez Point	13.5827	13.7795	0.1969 H-2. Circumference at Smallest Place Between Bez and Rear Points	16.4567	16.1811	0.2756 H-3. Circumference at Smallest Place Between Rear Point and First Top Point	18.4646	16.8110	1.6535 H-4. Circumference at Smallest Place Between Two Longest Top Palm Points	20.3937	20.2362	0.1575 	Totals	227.9135	197.8029	42.6773 Add together	Spread Credit	33.9764 Column 1	227.9135 Column 2	197.8029 	subtotal	459.6928 Subtract:	Column 3	42.6773 	Final Score	417.0158 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	5.490 m (18.0 ft)	Parado	- (Corazón, Pulmón derecho, Pulmón izquierdo)	Agazapado	Plataforma para Árbol Peso:	Tipo:	Mapa 116.224 kg (256.2 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (6179, -4966)	1 Tiempo de Captura:	Cazador:	Trophy score: 417.0158 Valor de la captura: 100 2026-03-27 16:33	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097066373"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas		 Total B	0 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	0.0000	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				0.0000 C. Número de puntas normales		0.0000	0.0000	0.0000 D. Ancho de la Palma		0.0000	0.0000	0.0000 E. Longitud de la Palma incluyendo la Palma Frontal		0.0000	0.0000	0.0000 F. Circunferencia de la cuerna en el lugar más pequeño		0.0000	0.0000	0.0000 	Total	0.0000	0.0000	0.0000	0.0000 		AÑADIR	Columna 1	0.0000 			0.0000 			0.0000 	Subtotal	0.0000 	Restar columna 4	0.0000 	Total	0.0000 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Rifle de Cerrojo .308	✓	.308 Nosler Partition	17.690 m (58.0 ft)	Parado	- (Pulmón derecho, Pulmón izquierdo)	Agazapado	Plataforma para Árbol Peso:	Tipo:	Mapa 362.382 kg (798.9 lbs)	Común (F) Tiempo de la herida:	Integridad del trofeo: 5.66	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (5755, -5255)	1 Tiempo de Captura:	Cazador:	Trophy score: 0.0000 Valor de la captura: 90.566 2026-03-27 16:26	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097066107"
"Lince Boreal 	MEDIDAS A. Longitud mayor sin mandíbula inferior	5.4538 B. Anchura Mayor	3.0395 	TOTALES	8.4933 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Rifle de Cerrojo .243	✓	Nosler Punta de plástico .243	44.290 m (145.3 ft)	Caminando	- (Pulmón derecho, Estómago, Hombro)	Agazapado	Plataforma para Árbol Peso:	Tipo:	Mapa 22.666 kg (50.0 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (6179, -4966)	1 Tiempo de Captura:	Cazador:	Trophy score: 8.4933 Valor de la captura: 100 2026-03-27 16:09	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097064822"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	1	0 Total B	1 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	33.8976	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				1.0000 C. Número de puntas normales		5.0000	5.0000	0.0000 D. Ancho de la Palma		7.2835	6.7717	0.5118 E. Longitud de la Palma incluyendo la Palma Frontal		13.7008	14.2913	0.5906 F. Circunferencia de la cuerna en el lugar más pequeño		7.3622	7.2047	0.1575 	Total	33.8976	33.3464	33.2677	2.2598 		AÑADIR	Columna 1	33.8976 			33.3464 			33.2677 	Subtotal	100.5118 	Restar columna 4	2.2598 	Total	98.2520 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	THUNDERFRUIT	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	5.550 m (18.2 ft)	Caminando	- (Pulmón derecho, Pulmón izquierdo)	De pie	Plataforma para Árbol Peso:	Tipo:	Mapa 483.181 kg (1065.2 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 9.209	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Hemmeldal (6179, -4966)	1 Tiempo de Captura:	Cazador:	Trophy score: 98.2520 Valor de la captura: 84.651 2026-03-27 15:28	THUNDERFRUIT","https://www.thehunter.com/#profile/THUNDERFRUIT/score/1097057962"
"Cerdo Salvaje 	Columna 1	Columna 2	Columna 3 	Peso	T1. Longitud	T2. Círculo Peso total	411.3451 Colmillo izquierdo		4.0551	4.0551 Colmillo derecho		4.1732	4.2126 	TOTALES	411.3451	8.2283	8.2677 		AÑADIR	Columna 1	411.3451 		Columna 2 x 50	411.4175 		Columna 3	8.2677 	Total	f #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Ballesta Tenpoint Carbon Fusion	✓	Flechas Indicadoras de ballesta	22.390 m (73.5 ft)	Parado	- (Pulmón izquierdo, Hígado, Intestinos, Hombro)	Agazapado	Nada Peso:	Tipo:	Mapa 186.583 kg (411.3 lbs)	Moteado (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Bushrangers Run (3271, 12609)	1 Tiempo de Captura:	Cazador:	Trophy score: 831.0278 Valor de la captura: 100 2026-03-27 01:28	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1097020293"
